0	0	0.0110632	0.0110632	10.0237
1	0	0.000357097	-0.000357097	10.0193
2	0	-0.00999259	-0.0116436	10.023
3	0	-0.0209031	-0.0243906	10.0342
4	0	-0.0326279	-0.0393327	10.0508
5	0	-0.0445158	-0.0559897	10.0703
6	0	-0.0553403	-0.0729589	10.0898
7	0	-0.0638734	-0.0885539	10.1067
8	0	-0.0693267	-0.101385	10.1195
9	0	-0.0714941	-0.110655	10.1274
10	0	-0.0706512	-0.116166	10.1305
11	0	-0.0673569	-0.118164	10.1292
12	0	-0.0622731	-0.117151	10.1246
13	0	-0.0560438	-0.113736	10.1174
14	0	-0.0492304	-0.108538	10.1086
15	0	-0.0422868	-0.102134	10.0988
16	0	-0.0355561	-0.0950386	10.0887
17	0	-0.0292779	-0.0876983	10.0788
18	0	-0.0236005	-0.0804889	10.0694
19	0	-0.018594	-0.0737208	10.061
20	0	-0.0142642	-0.0676424	10.0535
21	0	-0.0105657	-0.0624463	10.0473
22	0	-0.00741324	-0.0582756	10.0424
23	0	-0.00469279	-0.0552318	10.0388
24	0	-0.00227043	-0.0533808	10.0367
25	0	-1.86954e-10	-0.0527598	10.036
26	0	0.00227043	-0.0533808	10.0367
27	0	0.00469279	-0.0552318	10.0388
28	0	0.00741324	-0.0582756	10.0424
29	0	0.0105657	-0.0624463	10.0473
30	0	0.0142642	-0.0676424	10.0535
31	0	0.018594	-0.0737208	10.061
32	0	0.0236004	-0.0804889	10.0694
33	0	0.0292778	-0.0876982	10.0788
34	0	0.0355559	-0.0950385	10.0887
35	0	0.0422868	-0.102134	10.0988
36	0	0.0492314	-0.108538	10.1086
37	0	0.0560461	-0.113738	10.1174
38	0	0.0622759	-0.117153	10.1246
39	0	0.0673565	-0.118164	10.1292
40	0	0.0706416	-0.116159	10.1305
41	0	0.0714696	-0.110636	10.1275
42	0	0.0692867	-0.101351	10.1196
43	0	0.0638255	-0.088506	10.1068
44	0	0.0553039	-0.0729092	10.0898
45	0	0.0445428	-0.0559804	10.0703
46	0	0.0328666	-0.039501	10.0505
47	0	0.0217063	-0.0250834	10.0331
48	0	0.0120051	-0.0135334	10.0203
49	0	0.0037337	-0.00443166	10.0135
50	0	-0.00411968	0.00376249	10.0137
51	0	-0.0129697	0.0130496	10.021
52	0	-0.0237605	0.024961	10.0347
53	0	-0.0363386	0.039838	10.0532
54	0	-0.0494617	0.056697	10.0739
55	0	-0.0613768	0.0737064	10.094
56	0	-0.0705342	0.0889232	10.1108
57	0	-0.0760404	0.10088	10.1227
58	0	-0.0777376	0.108824	10.1289
59	0	-0.0760259	0.11266	10.1297
60	0	-0.0716085	0.112747	10.1258
61	0	-0.0652797	0.109681	10.1184
62	0	-0.0577937	0.104142	10.1085
63	0	-0.0497975	0.0968055	10.0969
64	0	-0.0418093	0.0882901	10.0846
65	0	-0.0342185	0.0791452	10.072
66	0	-0.0272959	0.0698431	10.0599
67	0	-0.0212075	0.0607786	10.0485
68	0	-0.0160301	0.0522706	10.0381
69	0	-0.0117673	0.0445662	10.029
70	0	-0.00836466	0.0378474	10.0212
71	0	-0.00572483	0.0322399	10.0149
72	0	-0.00372038	0.0278244	10.0099
73	0	-0.0022045	0.0246478	10.0065
74	0	-0.00101904	0.0227347	10.0044
75	0	2.47109e-11	0.0220961	10.0037
76	0	0.00101904	0.0227347	10.0044
77	0	0.0022045	0.0246478	10.0065
78	0	0.00372038	0.0278244	10.0099
79	0	0.00572483	0.0322399	10.0149
80	0	0.00836465	0.0378474	10.0212
81	0	0.0117673	0.0445662	10.029
82	0	0.0160301	0.0522706	10.0381
83	0	0.0212076	0.0607786	10.0485
84	0	0.0272961	0.0698432	10.0599
85	0	0.0342187	0.0791453	10.072
86	0	0.0418091	0.08829	10.0846
87	0	0.0497964	0.0968046	10.0969
88	0	0.0577914	0.10414	10.1085
89	0	0.0652776	0.109679	10.1185
90	0	0.0716103	0.112748	10.1258
91	0	0.0760372	0.112669	10.1296
92	0	0.077762	0.108845	10.1288
93	0	0.0760757	0.100913	10.1226
94	0	0.0705703	0.0889628	10.1108
95	0	0.0613936	0.0737362	10.094
96	0	0.0494088	0.0566686	10.074
97	0	0.0360757	0.0396067	10.0535
98	0	0.0229629	0.0241781	10.0358
99	0	0.0110632	0.0110632	10.0237
0	1	-0.000357097	0.000357097	10.0193
1	1	-0.0110632	-0.0110632	10.0237
2	1	-0.0229629	-0.0241781	10.0358
